item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3
Cellusyn Labs Pterostilbene Capsules 100 MG, 90 Capsules - Non-GMO	Cellusyn Pterostilbene gives you 100 mg of high quality Pterostilbene in every capsule.	1222XGUV3ZE	VDT515101	17.95	116	2020-12-21 16:30:50 PST		y	3			11				B08R5P41YP						713325963140			0	DEFAULT													Small Items and free basic shipping							
Cellusyn Labs Magnesium Glycinate 180 Capsules - 420 MG of Magnesium Per Serving, Vegetarian Friendly, 90 Servings	Cellusyn Labs Magnesium Glycinate gives you 420 MG of high quality Magnesium (from Magnesium Glycinate) in every serving. Each bottle contains 180 capsules for 90 servings.	0310YTRTDK3	VDT516101	16.95	241	2021-03-10 14:24:48 PST		y	3			11				B08YM7WQMJ						713325973279			0	DEFAULT													Small Items and free basic shipping							
Cellusyn Labs Phosphatidylserine 200mg, 90 Caps - 45 Servings, Non-GMO, Gluten Free, Vegetarian Friendly	Cellusyn Phosphatidylserine contains 45 servings in each bottle, with 400 milligrams of phosphatidylserine in each serving. They are non-GMO, gluten free, and vegetarian friendly.	0330YEW5IJX	VDT517101	15.95	166	2021-03-30 15:51:55 PDT		y	3			11				B091DCDD12						713325963089			0	DEFAULT													Small Items and free basic shipping							
VitaDirect Premium Alpha Lipoic Acid Capsules 600mg, 120 Capsules - 60 Servings		0506YJH6PAM	VDT_ALA-120Caps_E	14.97		2021-05-06 13:12:14 PDT		y	1			11				B08D9VMSYJ						B08D9VMSYJ				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium CLA Safflower Oil Supplement 1000mg Softgels, 180 Servings (Conjugated Linoleic Acid)		0506YJIZJNU	VDT_CLA_180Caps_E	12.97		2021-05-06 12:59:30 PDT		y	1			11				B073LM7YR1						B073LM7YR1				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Grade Collagen Hydrolysate Chocolate Flavor 1LB | 454g, 33 Servings, 14g per Serving		0506YJ9TW6U	VDT_COL_HYDR_1LB_CH_E	18.97		2021-05-06 10:37:03 PDT		y	1			11				B074HFW961						B074HFW961				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Collagen Hydrolysate Protein Powder Grass-Fed 16oz | 1 Pound, 41 Servings, 11g per Serving		0506YJARQK2	VDT_COL_HYDR_1LB_E	18.97		2021-05-06 10:35:54 PDT		y	1			11				B0711TNZBW						B0711TNZBW				AMAZON_NA													Small Items and free basic shipping							
VitaDirect Cranberry with Vitamin C & E Capsules Supplement, 500 mg Cranberry, 30mg Vitamin C, 90 Vegetarian Capsules, High Quality Supplements		0506YJIZQRC	VDT_CRANB_90_Caps_E	11.97		2021-05-06 12:58:24 PDT		y	1			11				B06WWH5J57						B06WWH5J57				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Caffeine Supplement, 240 Pills, 200mg, 240 Servings, Extra Strength, High Quality Supplements		0506YJIL6UV	VDT_Caffeine_200mg_E	13.97		2021-05-06 13:03:19 PDT		y	1			11				B06WWG7G71						B06WWG7G71				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium D-Aspartic Acid (DAA) Pills - Supplement for Men, 750 mg, 120 Vegetarian Pills, High Quality Supplements		0506YJAX2U5	VDT_DAA_120Caps_E	11.97		2021-05-06 10:47:00 PDT		y	1			11				B07D2ZW22H						B07D2ZW22H				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Pure L-Theanine Capsules 250 mg (Theanine), 120 Vegetarian Capsules, Non-GMO, Gluten Free		0517Y5CJVFX	VDT_L_THEAN_120Caps_E	11.97		2021-05-17 15:28:03 PDT		y	1			11				B06X99SK72						B06X99SK72				AMAZON_NA													Basic Template (low shipping)							
VitaDirect L-Citrulline Malate Powder - 100 Servings, 5g per Servings, Non-GMO		0506YJJ0V11	VDT_Lcit_Malate_500G_E	26.97		2021-05-06 13:08:14 PDT		y	1			11				B089YWW8XR						B089YWW8XR				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Melatonin 5mg Pills, 180 Capsules		0506YJH6TB7	VDT_Melatonin_180Caps_E	9.97		2021-05-06 13:01:09 PDT		y	1			11				B06X9JF285						B06X9JF285				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium PQQ Pills Supplement(Pyrroloquinoline Quinone) 20mg, 30 Caps, High Quality Supplements		0506YJIPCAC	VDT_PQQ_30Caps_120Serv_E	11.97		2021-05-06 13:04:29 PDT		y	1			11				B07CV1PZ92						B07CV1PZ92				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Quercetin 880mg, 120 Capsules - 60 Servings		0517Y5AEW17	VDT_Quer_120CapsE_	28.97		2021-05-17 15:30:07 PDT		y	1			11				B08DK5XKMZ						B08DK5XKMZ				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Resveratrol Pills 500mg, 90 Vegetarian Pills		0506YJFA589	VDT_Resv_90Caps_E	13.97		2021-05-06 12:56:53 PDT		y	1			11				B073GF1DFS						B073GF1DFS				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium TUDCA (Tauroursodeoxycholic Acid) 250mg, 60 Gelatin Capsules, High Quality		0526YOVWW1O	VDT_TUDCA-60CAP_E	29.97		2021-05-26 10:31:45 PDT		y	1			11				B06WWRJWF4						B06WWRJWF4				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Turmeric Curcumin Plus Supplement (with 20mg BioPerine, Black Pepper Extract) 500mg, 90 Vegetarian Capsules, 95% Curcuminoids Supplement		0506YJBG4UE	VDT_Turmeric_90caps_E	19.97		2021-05-06 10:38:32 PDT		y	1			11				B073GDCVQ4						B073GDCVQ4				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Vitamin B1 100mg, 90 Capsules - Vitamin B1 Thiamine Supplement		0506YJIOL0Q	VDT_VIT_B1_E	9.97		2021-05-06 13:06:53 PDT		y	1			11				B07L9GXG1V						B07L9GXG1V				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Vitamin B12 Capsules 2000mcg, 120 Capsules - 120 Servings		0506YJH7JY9	VDT_VitB12_120Caps_E	11.97		2021-05-06 13:11:34 PDT		y	1			11				B08D2L6W5P						B08D2L6W5P				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Riboflavin (Vitamin B2) Capsules 400mg, 90 Capsules - 90 Servings		0506YJFKG7D	VDT_VitB2_90Caps_E	13.95		2021-05-06 13:10:12 PDT		y	1			11				B08BDZQLSD						B08BDZQLSD				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Pantothenic Acid (Vitamin B5) Capsules 500mg, 120 Capsules - 120 Servings		0506YJJ1ZQZ	VDT_VitB5_120Caps_E	12.95		2021-05-06 13:10:55 PDT		y	1			11				B08BF8YBPK						B08BF8YBPK				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Vitamin E Capsules 400IU, 120 Softgels - 120 Servings		0517Y5BGR3T	VDT_VitE_120Gels_E	11.95		2021-05-17 15:29:16 PDT		y	1			11				B08BF71KQB						B08BF71KQB				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Vitamin C 1 Pound (Ascorbic Acid) Supplement 1LB		0506YJH7R78	VDT_Vit_C_1LB_E	20.97		2021-05-06 13:09:36 PDT		y	1			11				B087DW1QVX						B087DW1QVX				AMAZON_NA													Basic Template (low shipping)							
VitaDirect Premium Zinc Gluconate Capsules 50mg, 120 Capsules - 120 Servings		0517Y5DVM8I	VDT_Zinc_Gluc_120Cap_E	13.97		2021-05-17 15:32:31 PDT		y	1			11				B08D21Y7LS						B08D21Y7LS				AMAZON_NA													Basic Template (low shipping)							
Nutricost L-Glutamine Powder 500G (3 Pack) - 5000mg Per Serving - 1.1 Pounds & 100 Servings Each - Highest Purity	L-Glutamine has recently been the focus of much scientific interest, particularly for those in the fitness and health community. <p>Found within the body, L-Glutamine is a non-essential amino acid that is one of the many building blocks of protein that helps the functions within the body to work properly. Sometimes, however, the body may not make enough when under extreme stress or due to high-intensity workouts. That’s when L-Glutamine becomes a conditionally essential amino acid and should be taken as a supplement to provide the body with adequate amounts to return to its optimal levels.</p> <p>Nutricost knows this amino acid is essential to building and repairing of muscle which is why the purest form of L-Glutamine has been produced. With an increase of L-Glutamine in the body after high-intensity resistance training, the muscle can be preserved reducing the possibility of muscle catabolism.</p> <p>Provide your body with the purest and most effective recovery supplement so you can get back in to the gym making more gains in no time with L-Glutamine!</p>	0202PDGD2F8	VM-UP96-CRBH	53.95	150	2015-02-02 13:34:51 PST		y	3		New, Factory Sealed	11				B00T3LT8DC						632963053498			0	DEFAULT													Small Items and free basic shipping							
Nutricost BCAA Powder 2:1:1 (Watermelon) - 60 Servings	The Optimum Blend For Zero-Calorie BCAA.	1105P2HN9JW	VP-EEFE-WO7N	27.95	73	2015-11-05 14:36:41 PST		y	3			11				B017MW6LQA						702669931632			0	DEFAULT													13oz - 2.9lb and free basic shipping							
Metalash 3pack - Best Eyelash Growth Serum - Best Eyelash Enhancer - Lash Strengthener - Get Longer Lashes Now	By adding Metalash just once a day, you can add length, thickness and fullness to your lashes. Containing 2 proven polypeptides and patented deliver system, Metalash is the only lash enhancing product containing the ingredients needed for better lashes.	0326NRRDYD2	W7-0OXE-LO12	70.95	250	2013-03-26 15:27:01 PDT		y	3			11				B00C1PV916						632963048852			0	DEFAULT													Small Items and free basic shipping							
Nutricost L-Citrulline 300G (2 Pack) - Pure L-Citrulline Powder, 3000mg Per Serving - L-Citrulline Malate	Nutricost's Pure L-Citrulline is lab tested for purity and potency. L-Citrulline is great for muscle recovery and muscle endurance. It helps with the building of muscle by helping to increase the blood flow in your body and to the muscles. This allows for a more efficient delivery of nutrients to the muscles for greater gains.	0825O49MPYW	WB-3BVY-5UHH	32.95	149	2014-08-25 14:48:34 PDT		y	3		New, Factory Sealed	11				B00N1A2JO6						632963052965			0	DEFAULT													Small Items and free basic shipping							
XPI Myotein Protein Powder (French Vanilla, 2lb) - Advanced Whey Protein Powder Complex / Shake - Hydrolysate, Isolate, Concentrate and Micellar Casein		0824U1EEX1Q	XPI-MYOT-2LBVAN	29.95		2018-08-24 10:51:06 PDT		y	1			11				B00BUVOGXA						B00BUVOGXA				AMAZON_NA													Basic Template (low shipping)							
XPI Myotein Protein Powder, French Vanilla 5LB - Best Whey Protein Powder/Shake - Hydrolysate, Isolate, Concentrate & Micellar Casein		0319VOX1KS0	XPI-MYOT-5VAN	54.95		2019-03-19 15:22:05 PDT		y	1			11				B017E5D9SI						B017E5D9SI				AMAZON_NA													Basic Template (low shipping)							
XPI Myotein Protein Powder (Creamy Chocolate, 2lbs) - Best Whey Protein Powder - Great Tasting Protein - Hydrolysate, Isolate, Concentrate & Micellar Casein	This is one of the most, if not the most, complete protein powders on the market – it does not just give your body protein, but also the parts your body needs to put the protein to use!	0507U1VVAEE	XPI-MYOT2-CH	29.95		2018-05-07 14:02:04 PDT		y	1			11				B0047Y6I24						B0047Y6I24				AMAZON_NA													Basic Template (low shipping)							
XPI Myotein Protein Powder (Strawberry, 5lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein		0824U1HN48U	XPI-MYOT5LB-STR	54.95		2018-08-24 10:48:46 PDT		y	1			11				B071Z2B6QH						B071Z2B6QH				AMAZON_NA													Basic Template (low shipping)							
XPI Myotein Isolate (Creamy Milk Chocolate) 2LBS - Whey Protein Isolate - Best Whey Protein Isolate Protein Powder		0419VFHSWTE	XPI-MYOTISO-2CHOC	39.95		2019-04-19 10:57:47 PDT		y	1			11				B00OYYSID4						B00OYYSID4				AMAZON_NA													Basic Template (low shipping)							
XPI Myotein Isolate (French Vanilla) 2LBS - Whey Protein Isolate - The Best Whey Protein Isolate Protein Powder		0419VEGEPOO	XPI-MYOTISO-2VAN	39.95		2019-04-19 11:32:26 PDT		y	1			11				B00OYYSIES						B00OYYSIES				AMAZON_NA													Basic Template (low shipping)							
XPI Myotein Protein Powder (Salted Caramel, 5lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein		0728SZ28EY8	XPI-MYOTSC5LB	54.95		2017-07-28 09:42:24 PDT		y	1			11				B071S1MBF2						B071S1MBF2				AMAZON_NA													Basic Template (low shipping)							
XPI Raw Creatine Monohydrate Powder (500 Grams) - Gluten Free & Non-GMO		0510VGQA7Y6	XPI-R-CREAT500G	19.95		2019-05-10 10:00:21 PDT		y	1			11				B07GR9PH2K						B07GR9PH2K				AMAZON_NA													Basic Template (low shipping)							
XPI Raw D-Aspartic Acid Powder 300 Grams, 100 Servings - Pure DAA Powder		1012U12PA3Q	XPI-R-DAA300G	16.97		2018-10-12 12:23:56 PDT		y	1			11				B07J2SFTMZ						B07J2SFTMZ				AMAZON_NA													Basic Template (low shipping)							
XPI RAW L-Arginine Powder(500G), 100 Servings, Non-GMO, Pure L-Arginine Powder		0510VDS5BIM	XPI-R-LARG500G	19.99		2019-05-10 09:55:48 PDT		y	1			11				B07MBHKBT3						B07MBHKBT3				AMAZON_NA													Basic Template (low shipping)							
XPI RAW L-Glutamine Powder 500 Grams - Non-GMO, Gluten Free Powder		1212VWNAM1J	XPI-R-LGLUT500G	21.99		2019-12-12 08:38:27 PST		y	1			11				B07J2V2RKT						B07J2V2RKT				AMAZON_NA													Basic Template (low shipping)							
XPI Testosyn - High Performance Testosterone Supplement, 180 Count Bottle		0226YPUHXP1	XPI-TESTOSYN1	58.95		2021-02-26 07:35:57 PST		y	1			11				B00GL2EOQM						B00GL2EOQM				AMAZON_NA													Basic Template (low shipping)							
XPI Myotein Protein Powder (Salted Caramel, 2lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein	This is one of the most, if not the most, complete protein powders on the market – it does not just give your body protein, but also the parts your body needs to put the protein to use!	0510SMVN60W	XPI005104	29.95	250	2017-05-10 11:07:29 PDT		y	3			11				B071NV9THQ						702669934848			0	DEFAULT													13oz - 2.9lb and free basic shipping							
XPI Myotein Protein Powder, French Vanilla 5LB - Best Whey Protein Powder/Shake - Hydrolysate, Isolate, Concentrate & Micellar Casein	This is one of the most, if not the most, complete protein powders on the market – it does not just give your body protein, but also the parts your body needs to put the protein to use!	1031PPH54QQ	XPI005202	54.95	121	2015-10-30 17:06:50 PDT		y	3		Brand New, Factory Sealed.	11				B017E5D9SI						794504420739			0	DEFAULT													3lb+ Big Items and free basic to continental							
XPI Myotein Protein Powder (Strawberry, 5lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein	This is one of the most, if not the most, complete protein powders on the market – it does not just give your body protein, but also the parts your body needs to put the protein to use!	0510SMYTVA8	XPI005203	58.95	214	2017-05-10 11:25:45 PDT		y	3			11				B071Z2B6QH						702669934879			0	DEFAULT													3lb+ Big Items and free basic to continental							
XPI Myotein Protein Powder (Salted Caramel, 5lbs) - Best Whey Protein Powder Complex - Great Tasting - Hydrolysate, Isolate, Concentrate, Colostrum, & Micellar Casein	This is one of the most, if not the most, complete protein powders on the market – it does not just give your body protein, but also the parts your body needs to put the protein to use!	0510SMYTXHE	XPI005204	55.98	108	2017-05-10 11:25:47 PDT		y	3			11				B071S1MBF2						702669934855			0	DEFAULT													3lb+ Big Items and free basic to continental							
XPI Myotein Isolate (Strawberry Milkshake) 2 Lbs - Whey Protein Isolate - The Best Whey Protein Isolate Protein Powder	<b>Myotein Isolate - The Premium, Great Tasting, Strawberry Milkshake Protein Powder!</b> <p> XPI Supplements has done it again! We know that some out there love the great flavor of Myotein, but only want an Isolate Protein. The all-new Myotein Isolate does just that. The same great (or better) flavor that everyone raves about of regular Myotein, but just using Whey Protein Isolate. <p> Whey Protein Isolate is one of the purest forms of whey protein available. It is filtered to remove the lactose, which makes it easily digested and absorbed by the body. When used after intense training, Whey Protein Isolate helps decrease recovery time and increase muscle growth. Did you know that the average protein supplement is loaded with preservatives, fillers, and lower quality proteins? While most muscle supplement corporations are seeking ways to cut expenses, increasing the size of protein bottles stuffing it with lower grade protein, XPI'S Myotein has obliterated the competition by BREAKING THE MOLD! Myotein proudly stands out from the pack delivering the Most Advanced Scientifically Engineered Protein providing perfect balance, absorption and top rated taste! <p> You want strong, lean muscles and a slim physique. But, are you giving your body the tools it needs to achieve that? Fuel your muscles and support lean gains with Myotein Isolate. Myotein Isolate is the ultimate protein, providing your body with exactly the things it needs to grow lean muscle and decrease overall body fat. <p> Myotein Isolate works great as a meal replacement shake and can assist you in the fitness and physique goals you have. Myotein Isolate is low calorie and 0-carb. Whether you want to increase leans muscle, decrease body fat, or both, Myotein can help. Myotein will not add empty calories and is formulated with only the highest quality ingredients to support faster recovery, fat loss, and a lean, strong body. <p>	1107UKPNLFI	XPI018103	39.95	70	2018-11-07 15:12:51 PST		y	3			11				B07K987YZ6						713325957798			0	DEFAULT													Small Items and free basic shipping							
